"campaignid","sample","mean.relief","biotic.reef","macroalgae","stony.corals","bare.reef","bare.sand","id","sd.relief","fieldofview.facing.down","fieldofview.facing.up","fieldofview.limited","fieldofview.open","biota.ascidians","biota.bryozoa","biota.consolidated","biota.crinoids","biota.hydrocoral","biota.hydroids","biota.invertebrate.complex","biota.macroalgae","biota.mangrove","biota.octocoral.black","biota.seagrasses","biota.sponges","biota.stony.corals","biota.true.anemones","biota.unconsolidated","biota.zoanthids","visibility.0.2m","visibility.2.4m","visibility.4.6m","visibility.6.8m","visibility.8.10m","visibility.10.m","aims.softcoral","aims.filter","aims.encrusting"
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM08",1.5,0.5,0,0,0,0.5,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM08",0.52704627669473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM10",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM11",1.1,0.1,0,0,0,0.9,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM11",0.316227766016838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM12",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM12",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM13",1.2,0.2,0,0,0,0.8,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM13",0.421637021355784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM14",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM14",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM15",1.66666666666667,0.666666666666667,0,0,0,0.333333333333333,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM15",0.577350269189626,0,0,0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM16",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM16",0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM17",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM19",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM19",0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM20",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM21",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM21",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM23",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM23",0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM24",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM24",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM25",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM26",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM26",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM27",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM27",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM30",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM30",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM36",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM36",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM40",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM40",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM43",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM43",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM45",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM45",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM46",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM46",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDM49",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDM49",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS01",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS01",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS04",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS07",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS07",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS10",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS11",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS11",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS15",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS15",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS17",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NDS20",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NDS20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID252",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID252",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID256",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID256",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID258",2,0,0,0,1,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID258",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID259",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID259",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID261",2,1,1,0,0,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID261",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID263",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID263",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID266",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID266",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID267",2,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID267",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID268",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID268",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID271",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID271",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID272",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID272",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID273",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID273",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID275",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID275",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID276",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID276",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID280",2,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID280",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID281",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID281",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID283",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID283",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID284",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID284",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID285",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID285",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID287",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID287",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID289",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID289",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID291",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID291",0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID292",2,1,0,0,0,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID292",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID294",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID294",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID295",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID295",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID296",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID296",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID297",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID297",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID299",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID299",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID300",2,0,0,0,1,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID300",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID301",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID301",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID303",2,0,0,0,1,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID303",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID305",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID305",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID306",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID306",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID307",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID307",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID308",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID308",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID309",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID309",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID311",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID311",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID312",2,0,0,0,1,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID312",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID313",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID313",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID316",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID316",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID318",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID318",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID319",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID319",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID321",2,0,0,0,1,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID321",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID323",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID323",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID324",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID324",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID326",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID326",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID331",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID331",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID332",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID332",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID334",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID334",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID335",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID335",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID337",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID337",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID342",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID342",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID344",1.2,0.2,0,0,0,0.8,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID344",0.447213595499958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID345",2,0,0,0,1,0,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID345",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID346",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID346",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID347",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID347",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID348",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID349",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID349",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID351",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID351",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID352",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID353",1.4,0.4,0,0,0,0.6,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID353",0.547722557505166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID354",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2009-04-Ningaloo.Deep.Water-stereoBRUVs","NP1ID355",1,0,0,0,0,1,"2009-04-Ningaloo.Deep.Water-stereoBRUVs.NP1ID355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
